年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,推定検挙人員,対推定値倍率,日本人_対推定値倍率,対日本人倍率_年齢調整後
2023,外国人,来日外国人,短期滞在,窃盗犯,計,246.0,332.1833714632768,0.74055482944966,0.9812551804507069,0.7547015742729744
2023,外国人,来日外国人,短期滞在,粗暴犯,計,99.0,247.58697114686683,0.3998594899457529,0.9860267037977319,0.40552602521379366
2023,外国人,来日外国人,短期滞在,風俗犯,計,19.0,36.59359658067075,0.519216523527946,1.0025634273682227,0.5178889528126059
2024,外国人,来日外国人,その他,その他の刑法犯,計,435.0,341.1410595972812,1.275132347051744,0.9753378451117392,1.3073750326028402
2024,外国人,来日外国人,その他,凶悪犯,計,102.0,116.54591109788396,0.8751915793453516,0.9851107521691224,0.8884194771179393
2024,外国人,来日外国人,その他,知能犯,計,183.0,206.18403243036,0.8875566058288701,0.9941880668935232,0.8927451811025677
2024,外国人,来日外国人,その他,窃盗犯,計,819.0,861.983340788063,0.9501343717979912,0.9845737478138575,0.9650210295649916
2024,外国人,来日外国人,その他,粗暴犯,計,460.0,718.8802234513557,0.6398840655144642,0.9932288802321324,0.6442463346060917
2024,外国人,来日外国人,その他,風俗犯,計,132.0,193.62775823723257,0.6817204372023649,1.02003407980466,0.668331039814784
2024,外国人,来日外国人,定住者,その他の刑法犯,計,167.0,54.12564148857163,3.085413778149147,0.9753378451117392,3.1634307984795442
2024,外国人,来日外国人,定住者,凶悪犯,計,57.0,15.769075057711383,3.614669838997684,0.9851107521691224,3.6693030007423193
2024,外国人,来日外国人,定住者,知能犯,計,63.0,26.800530888313016,2.3506997030223977,0.9941880668935232,2.364441679900143
2024,外国人,来日外国人,定住者,窃盗犯,計,420.0,149.45627676084496,2.8101864244354906,0.9845737478138575,2.8542162846360815
2024,外国人,来日外国人,定住者,粗暴犯,計,351.0,104.27236535353885,3.366184307893305,0.9932288802321324,3.3891325301642232
2024,外国人,来日外国人,定住者,風俗犯,計,41.0,26.773653101662127,1.531356212180649,1.02003407980466,1.5012794596763952
2024,外国人,来日外国人,技能実習,その他の刑法犯,計,173.0,162.95999013293695,1.0616102753741747,0.9753378451117392,1.0884538938941222
2024,外国人,来日外国人,技能実習,凶悪犯,計,51.0,57.1285667520208,0.8927232538736145,0.9851107521691224,0.9062161304278944
2024,外国人,来日外国人,技能実習,知能犯,計,50.0,97.35888741687796,0.5135637980938152,0.9941880668935232,0.5165660453947266
2024,外国人,来日外国人,技能実習,窃盗犯,計,565.0,399.0453579266641,1.4158791445052588,0.9845737478138575,1.438063068052616
2024,外国人,来日外国人,技能実習,粗暴犯,計,126.0,305.16624198242783,0.41288970621873494,0.9932288802321324,0.4157044911161227
2024,外国人,来日外国人,技能実習,風俗犯,計,21.0,84.00809811735111,0.24997590078357745,1.02003407980466,0.2450662244848218
2024,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,84.0,36.65445267213614,2.2916724674995583,0.9753378451117392,2.349619138624744
2024,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,28.0,10.66016685707867,2.626600537814956,0.9851107521691224,2.666299735366227
2024,外国人,来日外国人,日本人の配偶者等,知能犯,計,37.0,20.264176776993622,1.8258822160497008,0.9941880668935232,1.8365561575838663
2024,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,197.0,105.43756197577744,1.8684043552264376,0.9845737478138575,1.8976784211188171
2024,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,234.0,84.75654158994296,2.7608488455334284,0.9932288802321324,2.779670326227502
2024,外国人,来日外国人,日本人の配偶者等,風俗犯,計,19.0,20.513980066297805,0.9261976436847033,1.02003407980466,0.908006567645341
2024,外国人,来日外国人,留学,その他の刑法犯,計,234.0,149.98215830873838,1.5601855756623453,0.9753378451117392,1.5996360476339389
2024,外国人,来日外国人,留学,凶悪犯,計,29.0,51.53742912646226,0.5626978390567361,0.9851107521691224,0.5712026163735678
2024,外国人,来日外国人,留学,知能犯,計,65.0,85.43702293214082,0.7607942993475659,0.9941880668935232,0.7652418336952805
2024,外国人,来日外国人,留学,窃盗犯,計,336.0,369.60636699082505,0.9090752487181605,0.9845737478138575,0.9233185942004511
2024,外国人,来日外国人,留学,粗暴犯,計,183.0,260.3181589376271,0.7029859182580008,0.9932288802321324,0.7077783703729019
2024,外国人,来日外国人,留学,風俗犯,計,27.0,72.09797888968724,0.3744903867736857,1.02003407980466,0.36713517144976354
2024,外国人,来日外国人,短期滞在,その他の刑法犯,計,123.0,161.34452833974885,0.7623437947706201,0.9753378451117392,0.7816202340464729
2024,外国人,来日外国人,短期滞在,凶悪犯,計,35.0,47.63894377183012,0.7346930311392885,0.9851107521691224,0.7457973933606579
2024,外国人,来日外国人,短期滞在,知能犯,計,80.0,85.56089935261792,0.9350065345888889,0.9941880668935232,0.9404724978347858
2024,外国人,来日外国人,短期滞在,窃盗犯,計,308.0,461.4204965261332,0.6675039412397581,0.9845737478138575,0.6779623595712159
2024,外国人,来日外国人,短期滞在,粗暴犯,計,105.0,329.87650539276905,0.31830093469367043,0.9932288802321324,0.3204708814138376
2024,外国人,来日外国人,短期滞在,風俗犯,計,28.0,82.12768952079838,0.34093251817231696,1.02003407980466,0.3342363994716791
2013,外国人,来日外国人,その他,凶悪犯,不同意性交等,1.0,4.989783319126035,0.2004095039892736,0.9948263875679738,0.20145173720131157
2013,外国人,来日外国人,その他,凶悪犯,強盗,27.0,9.83472444846996,2.7453743255816927,0.9524694232126903,2.882375285414952
2013,外国人,来日外国人,その他,凶悪犯,放火,0.0,2.0106008251566863,0.0,1.0042823507332235,0.0
2013,外国人,来日外国人,その他,凶悪犯,殺人,6.0,3.384802752137819,1.7726291424841345,0.9722220524624076,1.8232760077746497
2013,外国人,来日外国人,定住者,凶悪犯,不同意性交等,4.0,1.9548021837941485,2.0462428542187583,0.9948263875679738,2.0568843768018206
2013,外国人,来日外国人,定住者,凶悪犯,強盗,23.0,4.505108810361234,5.105315091858078,0.9524694232126903,5.360082924906703
2013,外国人,来日外国人,定住者,凶悪犯,放火,2.0,0.8275558277776168,2.4167553811698195,1.0042823507332235,2.4064501177436344
2013,外国人,来日外国人,定住者,凶悪犯,殺人,1.0,1.2899428989685944,0.7752281134301174,0.9722220524624076,0.7973776273297327
2013,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,3.0,3.360197803684201,0.8928045833226629,0.9948263875679738,0.8974476295359224
2013,外国人,来日外国人,技能実習,凶悪犯,強盗,7.0,6.648910215134079,1.052804109772272,0.9524694232126903,1.10534163524237
2013,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,1.0641560247833073,0.0,1.0042823507332235,0.0
2013,外国人,来日外国人,技能実習,凶悪犯,殺人,5.0,1.897560710092889,2.634961808286619,0.9722220524624076,2.710246904616992
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,2.0,1.9987517918262816,1.0006244938360145,0.9948263875679738,1.0058282594234509
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,3.8917230631918382,2.312600319668829,0.9524694232126903,2.42800478766909
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,0.966316668874231,2.069714892044676,1.0042823507332235,2.0608894406374696
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,4.0,1.60860741159779,2.4866228833465955,0.9722220524624076,2.5576696980371616
2013,外国人,来日外国人,留学,凶悪犯,不同意性交等,1.0,4.000248521589349,0.24998446836565233,0.9948263875679738,0.2512845170671265
2013,外国人,来日外国人,留学,凶悪犯,強盗,9.0,8.274376393509156,1.0876952620937161,0.9524694232126903,1.1419739422446837
2013,外国人,来日外国人,留学,凶悪犯,放火,0.0,1.2194428716126562,0.0,1.0042823507332235,0.0
2013,外国人,来日外国人,留学,凶悪犯,殺人,1.0,2.154849364582969,0.46406956162967394,0.9722220524624076,0.4773287753083732
2013,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,2.1217612680510944,0.9426131158653226,0.9948263875679738,0.9475151922434469
2013,外国人,来日外国人,短期滞在,凶悪犯,強盗,11.0,4.514669560445101,2.436501686939744,0.9524694232126903,2.558089139199236
2013,外国人,来日外国人,短期滞在,凶悪犯,放火,0.0,1.0378533014106062,0.0,1.0042823507332235,0.0
2013,外国人,来日外国人,短期滞在,凶悪犯,殺人,0.0,1.689867121449216,0.0,0.9722220524624076,0.0
2014,外国人,来日外国人,その他,凶悪犯,不同意性交等,9.0,5.146367724112852,1.748806242086296,0.9789402697059225,1.7864279325352959
2014,外国人,来日外国人,その他,凶悪犯,強盗,12.0,9.5556654797605,1.255799507152773,0.9590474848038212,1.3094237011733096
2014,外国人,来日外国人,その他,凶悪犯,放火,0.0,2.1882670384086627,0.0,1.0015168204425415,0.0
2014,外国人,来日外国人,その他,凶悪犯,殺人,6.0,3.6723515866358714,1.6338304921115725,0.9737107125256428,1.6779424022908092
2014,外国人,来日外国人,定住者,凶悪犯,不同意性交等,4.0,1.882837384147256,2.1244532500142674,0.9789402697059225,2.1701561532987723
2014,外国人,来日外国人,定住者,凶悪犯,強盗,15.0,4.024238567997473,3.727413210361494,0.9590474848038212,3.8865783701251853
2014,外国人,来日外国人,定住者,凶悪犯,放火,1.0,0.9005817858687073,1.1103933209524033,1.0015168204425415,1.1087116045257757
2014,外国人,来日外国人,定住者,凶悪犯,殺人,8.0,1.3104073838136738,6.104971704843138,0.9737107125256428,6.26980028699475
2014,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,2.0,3.5683348796671885,0.5604855114345478,0.9789402697059225,0.5725431150185699
2014,外国人,来日外国人,技能実習,凶悪犯,強盗,5.0,6.645576506531773,0.7523801727488387,0.9590474848038212,0.7845077378027246
2014,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,1.161583869440097,0.0,1.0015168204425415,0.0
2014,外国人,来日外国人,技能実習,凶悪犯,殺人,3.0,2.026020544449957,1.4807352315444895,0.9737107125256428,1.520713711471562
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,6.0,1.8168031083674483,3.302504257267321,0.9789402697059225,3.373550317078494
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,8.0,3.3980675398220805,2.354279279692855,0.9590474848038212,2.454809920255864
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,0.9792984888972968,2.04227824577982,1.0015168204425415,2.0391851680308233
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,6.0,1.6012380316611088,3.7471006067571717,0.9737107125256428,3.848268852909936
2014,外国人,来日外国人,留学,凶悪犯,不同意性交等,5.0,4.56647437867211,1.0949366152918076,0.9789402697059225,1.1184917498804405
2014,外国人,来日外国人,留学,凶悪犯,強盗,19.0,8.905392891407198,2.1335386581689253,0.9590474848038212,2.2246434008482416
2014,外国人,来日外国人,留学,凶悪犯,放火,1.0,1.4388699314881812,0.6949898514911137,1.0015168204425415,0.6939372732492077
2014,外国人,来日外国人,留学,凶悪犯,殺人,5.0,2.388884462962909,2.093027133592954,0.9737107125256428,2.1495369278252996
2014,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,1.0,2.5718438152788834,0.38882609980402827,0.9789402697059225,0.39719083159264984
2014,外国人,来日外国人,短期滞在,凶悪犯,強盗,12.0,5.197599940477231,2.308757914695949,0.9590474848038212,2.4073447366041725
2014,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,1.389322799144605,0.7197751311759167,1.0015168204425415,0.7186850150533356
2014,外国人,来日外国人,短期滞在,凶悪犯,殺人,0.0,2.178241986532992,0.0,0.9737107125256428,0.0
2015,外国人,来日外国人,その他,凶悪犯,不同意性交等,14.0,5.880363179054468,2.38080533016519,0.9742749359894113,2.4436688682208545
2015,外国人,来日外国人,その他,凶悪犯,強盗,18.0,9.862768290396344,1.8250454101742517,0.957551036865619,1.9059510562990234
2015,外国人,来日外国人,その他,凶悪犯,放火,1.0,2.423590787745528,0.41261090983524484,1.0140797708865437,0.40688210304651484
2015,外国人,来日外国人,その他,凶悪犯,殺人,4.0,3.8381242266355007,1.0421757514363728,0.9569572557222554,1.0890515174053406
2015,外国人,来日外国人,定住者,凶悪犯,不同意性交等,7.0,1.8540798198602064,3.775457736510926,0.9742749359894113,3.8751461184586593
2015,外国人,来日外国人,定住者,凶悪犯,強盗,20.0,3.7226213039152616,5.372558304269368,0.957551036865619,5.610727885435252
2015,外国人,来日外国人,定住者,凶悪犯,放火,3.0,0.842863552457547,3.5592949668458975,1.0140797708865437,3.509876706971719
2015,外国人,来日外国人,定住者,凶悪犯,殺人,8.0,1.273080522201077,6.283970149954457,0.9569572557222554,6.56661529277155
2015,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,3.0,4.176101279011313,0.718373382148971,0.9742749359894113,0.7373415404753658
2015,外国人,来日外国人,技能実習,凶悪犯,強盗,4.0,6.940736861747605,0.5763076860102778,0.957551036865619,0.6018558424799197
2015,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,1.4839851471450574,0.0,1.0140797708865437,0.0
2015,外国人,来日外国人,技能実習,凶悪犯,殺人,8.0,2.062021414694585,3.879688126898001,0.9569572557222554,4.054191661852063
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,1.814449740973036,2.2045251018388186,0.9742749359894113,2.262734080909147
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,10.0,3.0809831383643305,3.2457172113278494,0.957551036865619,3.389602315039159
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,1.0,0.9200117952033544,1.086942586186045,1.0140797708865437,1.0718511673256257
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,7.0,1.5016577089023524,4.661515043342801,0.9569572557222554,4.871184178257327
2015,外国人,来日外国人,留学,凶悪犯,不同意性交等,4.0,5.439858377227959,0.7353132604967408,0.9742749359894113,0.7547287047367217
2015,外国人,来日外国人,留学,凶悪犯,強盗,23.0,9.563720537854328,2.404921798892314,0.957551036865619,2.511533804782268
2015,外国人,来日外国人,留学,凶悪犯,放火,0.0,1.9006267204287617,0.0,1.0140797708865437,0.0
2015,外国人,来日外国人,留学,凶悪犯,殺人,11.0,2.431387946504973,4.524164897589493,0.9569572557222554,4.727656194189068
2015,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,3.6398219354253674,0.5494774292485465,0.9742749359894113,0.5639860053369149
2015,外国人,来日外国人,短期滞在,凶悪犯,強盗,11.0,6.724832568596056,1.6357284568493684,0.957551036865619,1.7082415389613572
2015,外国人,来日外国人,短期滞在,凶悪犯,放火,0.0,1.846554666293144,0.0,1.0140797708865437,0.0
2015,外国人,来日外国人,短期滞在,凶悪犯,殺人,4.0,2.7985884748694967,1.4292919576846779,0.9569572557222554,1.4935797279742988
2016,外国人,来日外国人,その他,凶悪犯,不同意性交等,12.0,6.294329720187914,1.906477819474914,0.980056407272069,1.945273563163049
2016,外国人,来日外国人,その他,凶悪犯,強盗,16.0,12.051355674124856,1.3276514636733503,0.9545164326227314,1.390915251218204
2016,外国人,来日外国人,その他,凶悪犯,放火,1.0,2.701805387626917,0.3701228832319164,1.0142685404705225,0.364916063609954
2016,外国人,来日外国人,その他,凶悪犯,殺人,13.0,4.077104842328047,3.188537087649906,0.939021320940554,3.3955960493593103
2016,外国人,来日外国人,定住者,凶悪犯,不同意性交等,9.0,1.805032562724802,4.986059634522036,0.980056407272069,5.087523123694939
2016,外国人,来日外国人,定住者,凶悪犯,強盗,21.0,3.782299094347516,5.552178576089765,0.9545164326227314,5.816744883934586
2016,外国人,来日外国人,定住者,凶悪犯,放火,1.0,0.8562410632118393,1.1678954011489564,1.0142685404705225,1.1514656666834662
2016,外国人,来日外国人,定住者,凶悪犯,殺人,3.0,1.1903152714737435,2.520340679394682,0.939021320940554,2.684007938041521
2016,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,1.0,4.33676927146979,0.23058639678589274,0.980056407272069,0.23527869934314985
2016,外国人,来日外国人,技能実習,凶悪犯,強盗,12.0,8.572084952235798,1.3998927993440058,0.9545164326227314,1.4665989515733224
2016,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,1.7041619635303955,0.0,1.0142685404705225,0.0
2016,外国人,来日外国人,技能実習,凶悪犯,殺人,8.0,2.38866032390033,3.349157651238239,0.939021320940554,3.5666470787730513
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,1.6414219357913469,2.436911505067439,0.980056407272069,2.4865012737893757
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,15.0,3.158574624689289,4.7489775554932665,0.9545164326227314,4.975270611574981
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,0.0,0.8597480836431737,0.0,1.0142685404705225,0.0
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,4.0,1.2998996941697152,3.077160505491864,0.939021320940554,3.2769868339194694
2016,外国人,来日外国人,留学,凶悪犯,不同意性交等,6.0,5.533654220369169,1.084274470550442,0.980056407272069,1.1063388418310105
2016,外国人,来日外国人,留学,凶悪犯,強盗,16.0,11.42514249540114,1.400420170377773,0.9545164326227314,1.4671514523116471
2016,外国人,来日外国人,留学,凶悪犯,放火,0.0,2.173611998265454,0.0,1.0142685404705225,0.0
2016,外国人,来日外国人,留学,凶悪犯,殺人,6.0,2.8422214784037387,2.1110247901475105,0.939021320940554,2.2481116701727712
2016,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,4.0,4.075622530605576,0.9814451583683977,0.980056407272069,1.001417011394471
2016,外国人,来日外国人,短期滞在,凶悪犯,強盗,7.0,8.367620966437038,0.8365579688751873,0.9545164326227314,0.8764207092554406
2016,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,2.1283846477803965,0.4698398858697173,1.0142685404705225,0.4632302660711108
2016,外国人,来日外国人,短期滞在,凶悪犯,殺人,1.0,3.016685098667969,0.3314896872867355,0.939021320940554,0.35301614552766997
2017,外国人,来日外国人,その他,凶悪犯,不同意性交等,14.0,7.7212934749631295,1.8131677089332305,0.9765057416550714,1.8567916516907599
2017,外国人,来日外国人,その他,凶悪犯,強盗,25.0,11.904198598114125,2.1000993719947285,0.9590500730920574,2.1897703059693567
2017,外国人,来日外国人,その他,凶悪犯,放火,0.0,3.120671213731797,0.0,1.010627632216437,0.0
2017,外国人,来日外国人,その他,凶悪犯,殺人,9.0,5.265803618994336,1.709140836079797,0.9626751866188173,1.7754075931704176
2017,外国人,来日外国人,定住者,凶悪犯,不同意性交等,8.0,1.970779807044124,4.0593068649301856,0.9765057416550714,4.156971835157979
2017,外国人,来日外国人,定住者,凶悪犯,強盗,13.0,3.330731204090512,3.903046869718739,0.9590500730920574,4.069700820870583
2017,外国人,来日外国人,定住者,凶悪犯,放火,2.0,0.8828683884658828,2.2653433129204026,1.010627632216437,2.2415212494756473
2017,外国人,来日外国人,定住者,凶悪犯,殺人,2.0,1.3849948936062615,1.4440486454014159,0.9626751866188173,1.5000372560482376
2017,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,1.0,5.594121267028998,0.17875908516568387,0.9765057416550714,0.18305994275333864
2017,外国人,来日外国人,技能実習,凶悪犯,強盗,4.0,8.770331663337624,0.4560830939519756,0.9590500730920574,0.4755571233955759
2017,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,1.8233376219678463,0.0,1.010627632216437,0.0
2017,外国人,来日外国人,技能実習,凶悪犯,殺人,16.0,3.1964964056154246,5.0054803665325895,0.9626751866188173,5.199552700753851
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,1.6962937428125746,2.358082152309138,0.9765057416550714,2.414816474414625
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,5.0,2.6840708104806272,1.8628420608265053,0.9590500730920574,1.9423824814699688
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,0.9103560459874545,2.1969426235101444,1.010627632216437,2.1738398530544485
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,1.0,1.4558910811055663,0.6868645690449767,0.9626751866188173,0.7134956614571483
2017,外国人,来日外国人,留学,凶悪犯,不同意性交等,5.0,6.736398114895219,0.7422364169576359,0.9765057416550714,0.7600942680578873
2017,外国人,来日外国人,留学,凶悪犯,強盗,14.0,10.96766332656884,1.276479737127362,0.9590500730920574,1.3309834105031502
2017,外国人,来日外国人,留学,凶悪犯,放火,0.0,2.056109816027634,0.0,1.010627632216437,0.0
2017,外国人,来日外国人,留学,凶悪犯,殺人,4.0,3.5592290199281664,1.1238388925253058,0.9626751866188173,1.1674123402645706
2017,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,4.0,4.959499095807478,0.8065330636679434,0.9765057416550714,0.8259378611547714
2017,外国人,来日外国人,短期滞在,凶悪犯,強盗,10.0,8.27051968086661,1.2091138629576625,0.9590500730920574,1.2607411196574738
2017,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,2.4299320860468576,0.41153413535390326,1.010627632216437,0.4072064944942736
2017,外国人,来日外国人,短期滞在,凶悪犯,殺人,3.0,3.852838949651604,0.778646613368378,0.9626751866188173,0.808836276442526
2018,外国人,来日外国人,その他,凶悪犯,不同意性交等,11.0,9.830190349729865,1.119001729229209,0.9880170575380031,1.1325732897948149
2018,外国人,来日外国人,その他,凶悪犯,強盗,30.0,13.916144080935204,2.155769574209806,0.9566503504407291,2.2534561067339207
2018,外国人,来日外国人,その他,凶悪犯,放火,0.0,3.217114829901697,0.0,1.0155951581314497,0.0
2018,外国人,来日外国人,その他,凶悪犯,殺人,12.0,5.529790581794135,2.170064096008969,0.9641086763504348,2.250850084892497
2018,外国人,来日外国人,定住者,凶悪犯,不同意性交等,6.0,2.453584100190502,2.4454022177328856,0.9880170575380031,2.475060728026779
2018,外国人,来日外国人,定住者,凶悪犯,強盗,24.0,3.64094769426735,6.591690410106098,0.9566503504407291,6.890386238890002
2018,外国人,来日外国人,定住者,凶悪犯,放火,1.0,0.8524405165403474,1.1731023814524053,1.0155951581314497,1.155088592201194
2018,外国人,来日外国人,定住者,凶悪犯,殺人,5.0,1.360971151827863,3.673847159276455,0.9641086763504348,3.810615182080451
2018,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,0.0,6.895660939809644,0.0,0.9880170575380031,0.0
2018,外国人,来日外国人,技能実習,凶悪犯,強盗,5.0,10.193167385042043,0.4905246633482392,0.9566503504407291,0.5127522956765284
2018,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,2.0472004428683808,0.0,1.0155951581314497,0.0
2018,外国人,来日外国人,技能実習,凶悪犯,殺人,7.0,3.5313730503532765,1.9822318118726436,0.9641086763504348,2.0560252806522206
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,5.0,2.0089249380226835,2.4888933903729273,0.9880170575380031,2.5190793735635424
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,2.8144317977509297,3.1978035521031583,0.9566503504407291,3.3427088074863813
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,3.0,0.8175579255616626,3.669464763538313,1.0155951581314497,3.6131176228622484
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,4.0,1.3512909022887316,2.9601324135499256,0.9641086763504348,3.070330644419981
2018,外国人,来日外国人,留学,凶悪犯,不同意性交等,9.0,8.129980427618268,1.1070137351654867,0.9880170575380031,1.1204399020438032
2018,外国人,来日外国人,留学,凶悪犯,強盗,19.0,12.449038813154162,1.5262222477709544,0.9566503504407291,1.5953814756539035
2018,外国人,来日外国人,留学,凶悪犯,放火,0.0,2.34883799234312,0.0,1.0155951581314497,0.0
2018,外国人,来日外国人,留学,凶悪犯,殺人,7.0,3.9280479538201343,1.782055637378945,0.9641086763504348,1.8483970542872723
2018,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,3.0,6.383190430826343,0.46998441179384204,0.9880170575380031,0.4756845119303667
2018,外国人,来日外国人,短期滞在,凶悪犯,強盗,8.0,9.431209496925623,0.8482475129629803,0.9566503504407291,0.8866849968457048
2018,外国人,来日外国人,短期滞在,凶悪犯,放火,0.0,2.479789023233784,0.0,1.0155951581314497,0.0
2018,外国人,来日外国人,短期滞在,凶悪犯,殺人,3.0,4.008422176337862,0.7484241599373728,0.9641086763504348,0.7762860954332238
2019,外国人,来日外国人,その他,凶悪犯,不同意性交等,12.0,12.330102263187042,0.9732279379245214,0.9975595745633252,0.9756088385503645
2019,外国人,来日外国人,その他,凶悪犯,強盗,18.0,14.502624068885694,1.2411546982464827,0.9657168694942148,1.2852159234792346
2019,外国人,来日外国人,その他,凶悪犯,放火,0.0,3.482247427948196,0.0,0.9976590580461486,0.0
2019,外国人,来日外国人,その他,凶悪犯,殺人,11.0,7.2023606120206205,1.5272770404804756,0.9531196952133562,1.602397944508527
2019,外国人,来日外国人,定住者,凶悪犯,不同意性交等,5.0,2.8351091397950072,1.7636005365075735,0.9975595745633252,1.7679150012464944
2019,外国人,来日外国人,定住者,凶悪犯,強盗,18.0,3.594917755535039,5.007068651928317,0.9657168694942148,5.184820530836044
2019,外国人,来日外国人,定住者,凶悪犯,放火,0.0,0.8563639088754844,0.0,0.9976590580461486,0.0
2019,外国人,来日外国人,定住者,凶悪犯,殺人,5.0,1.6809332254868272,2.974538145946823,0.9531196952133562,3.1208442768365745
2019,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,4.0,10.039432955084846,0.39842887719809417,0.9975595745633252,0.3994035918832253
2019,外国人,来日外国人,技能実習,凶悪犯,強盗,8.0,12.724443699814856,0.628711178950511,0.9657168694942148,0.6510305440556222
2019,外国人,来日外国人,技能実習,凶悪犯,放火,0.0,2.5773644146488475,0.0,0.9976590580461486,0.0
2019,外国人,来日外国人,技能実習,凶悪犯,殺人,14.0,5.1459462117294015,2.7205880947782024,0.9531196952133562,2.8544033959650763
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,2.1869663040755043,1.8290176636676252,0.9975595745633252,1.8334921645840199
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,2.486291538340609,3.619849024626752,0.9657168694942148,3.7483543458473645
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,0.7794432168579295,2.5659341908989166,0.9976590580461486,2.5719549882342916
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,1.0,1.5397745344800835,0.6494457322205667,0.9531196952133562,0.681389478658489
2019,外国人,来日外国人,留学,凶悪犯,不同意性交等,7.0,9.564823487892658,0.7318483199256879,0.9975595745633252,0.7336387104961118
2019,外国人,来日外国人,留学,凶悪犯,強盗,10.0,12.810346490702957,0.7806190103645868,0.9657168694942148,0.8083311320567784
2019,外国人,来日外国人,留学,凶悪犯,放火,1.0,2.3897137581765437,0.41846015933014663,0.9976590580461486,0.4194420488194374
2019,外国人,来日外国人,留学,凶悪犯,殺人,10.0,4.597147790602701,2.175261804817671,0.9531196952133562,2.282254595872912
2019,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,7.576981125559234,0.2639573686218449,0.9975595745633252,0.2646031127889183
2019,外国人,来日外国人,短期滞在,凶悪犯,強盗,7.0,9.38564508322362,0.7458198065162465,0.9657168694942148,0.772296549926546
2019,外国人,来日外国人,短期滞在,凶悪犯,放火,2.0,2.5798177878124338,0.7752485502845949,0.9976590580461486,0.7770676204783522
2019,外国人,来日外国人,短期滞在,凶悪犯,殺人,7.0,4.894083235998713,1.430298518119,0.9531196952133562,1.5006494203215759
2020,外国人,来日外国人,その他,凶悪犯,不同意性交等,18.0,13.495325363159536,1.3337951857861563,0.982939505943467,1.3569453437583863
2020,外国人,来日外国人,その他,凶悪犯,強盗,26.0,16.526082035533896,1.5732706605289484,0.9577555324769781,1.6426641321090627
