年,区分00,区分01,在留資格,罪種00,罪種01,検挙人員,人数,検挙人員数_1万人あたり,日本人_検挙人員数_1万人あたり,対日本人倍率
2023,外国人,来日外国人,技能実習,知能犯,計,70.0,369072.0,1.8966488923570468,1.046028580923895,1.8131903152032895
2023,外国人,来日外国人,技能実習,窃盗犯,計,514.0,369072.0,13.926821866736029,7.506923673424172,1.855196945193332
2023,外国人,来日外国人,技能実習,粗暴犯,計,140.0,369072.0,3.7932977847140936,4.3510210110409515,0.8718178503593513
2023,外国人,来日外国人,技能実習,風俗犯,計,20.0,369072.0,0.5418996835305848,0.6043905321073816,0.8966051828129994
2023,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,78.0,147358.83509907656,5.293201452600843,2.0970422067131937,2.524127285400307
2023,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,27.0,147358.83509907656,1.8322620412849069,0.4153280898046601,4.411601541679178
2023,外国人,来日外国人,日本人の配偶者等,知能犯,計,33.0,147358.83509907656,2.239431383792664,1.046028580923895,2.140889287953019
2023,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,188.0,147358.83509907656,12.757972731909723,7.506923673424172,1.699494131940516
2023,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,253.0,147358.83509907656,17.168973942410425,4.3510210110409515,3.945964383725848
2023,外国人,来日外国人,日本人の配偶者等,風俗犯,計,26.0,147358.83509907656,1.7644004842002807,0.6043905321073816,2.9193053009089844
2023,外国人,来日外国人,留学,その他の刑法犯,計,189.0,308131.9945344474,6.133735001636479,2.0970422067131937,2.9249458985616745
2023,外国人,来日外国人,留学,凶悪犯,計,20.0,308131.9945344474,0.6490724869456591,0.4153280898046601,1.5627945782596482
2023,外国人,来日外国人,留学,知能犯,計,80.0,308131.9945344474,2.5962899477826364,1.046028580923895,2.4820449413432737
2023,外国人,来日外国人,留学,窃盗犯,計,294.0,308131.9945344474,9.54136555810119,7.506923673424172,1.2710087344939045
2023,外国人,来日外国人,留学,粗暴犯,計,134.0,308131.9945344474,4.348785662535915,4.3510210110409515,0.9994862473659943
2023,外国人,来日外国人,留学,風俗犯,計,28.0,308131.9945344474,0.9087014817239227,0.6043905321073816,1.5035005239997281
2023,外国人,来日外国人,短期滞在,その他の刑法犯,計,111.0,437169.63896366645,2.5390601292242367,2.0970422067131937,1.2107816052037605
2023,外国人,来日外国人,短期滞在,凶悪犯,計,30.0,437169.63896366645,0.6862324673579019,0.4153280898046601,1.6522659656385277
2023,外国人,来日外国人,短期滞在,知能犯,計,28.0,437169.63896366645,0.6404836362007085,1.046028580923895,0.6123003213114955
2023,外国人,来日外国人,短期滞在,窃盗犯,計,246.0,437169.63896366645,5.627106232334796,7.506923673424172,0.7495888431976124
2023,外国人,来日外国人,短期滞在,粗暴犯,計,99.0,437169.63896366645,2.2645671422810763,4.3510210110409515,0.520467985912873
2023,外国人,来日外国人,短期滞在,風俗犯,計,19.0,437169.63896366645,0.4346138959933379,0.6043905321073816,0.7190944809772771
2024,外国人,来日外国人,その他,その他の刑法犯,計,435.0,1083458.5153049843,4.0149206809044395,2.1679407291770465,1.851951313460728
2024,外国人,来日外国人,その他,凶悪犯,計,102.0,1083458.5153049843,0.9414296769017305,0.5425650440461921,1.735146204556408
2024,外国人,来日外国人,その他,知能犯,計,183.0,1083458.5153049843,1.6890355967942814,1.0055266667873854,1.6797521662858308
2024,外国人,来日外国人,その他,窃盗犯,計,819.0,1083458.5153049843,7.559126523358012,7.7757141486852515,0.9721456291749279
2024,外国人,来日外国人,その他,粗暴犯,計,460.0,1083458.5153049843,4.24566324877251,4.34348924453942,0.9774775554262288
2024,外国人,来日外国人,その他,風俗犯,計,132.0,1083458.5153049843,1.218320758343416,0.9911460953395125,1.2292040134871194
2024,外国人,来日外国人,定住者,その他の刑法犯,計,167.0,173227.73400397028,9.640488629619346,2.1679407291770465,4.4468414195432775
2024,外国人,来日外国人,定住者,凶悪犯,計,57.0,173227.73400397028,3.2904661789718723,0.5425650440461921,6.064648312823731
2024,外国人,来日外国人,定住者,知能犯,計,63.0,173227.73400397028,3.6368310399162804,1.0055266667873854,3.616841959583031
2024,外国人,来日外国人,定住者,窃盗犯,計,420.0,173227.73400397028,24.245540266108534,7.7757141486852515,3.118111057388609
2024,外国人,来日外国人,定住者,粗暴犯,計,351.0,173227.73400397028,20.262344365247845,4.34348924453942,4.664992411509114
2024,外国人,来日外国人,定住者,風俗犯,計,41.0,173227.73400397028,2.3668265497867855,0.9911460953395125,2.3879694032150125
2024,外国人,来日外国人,技能実習,その他の刑法犯,計,173.0,437516.0,3.9541411056967055,2.1679407291770465,1.8239156875832594
2024,外国人,来日外国人,技能実習,凶悪犯,計,51.0,437516.0,1.1656716554366011,0.5425650440461921,2.148445920407213
2024,外国人,来日外国人,技能実習,知能犯,計,50.0,437516.0,1.142815348467256,1.0055266667873854,1.1365341031864447
2024,外国人,来日外国人,技能実習,窃盗犯,計,565.0,437516.0,12.913813437679995,7.7757141486852515,1.6607880884951916
2024,外国人,来日外国人,技能実習,粗暴犯,計,126.0,437516.0,2.879894678137485,4.34348924453942,0.6630371381161015
2024,外国人,来日外国人,技能実習,風俗犯,計,21.0,437516.0,0.47998244635624754,0.9911460953395125,0.4842701278985837
2024,外国人,来日外国人,日本人の配偶者等,その他の刑法犯,計,84.0,150546.8599808266,5.5796580553522075,2.1679407291770465,2.5737133770581697
2024,外国人,来日外国人,日本人の配偶者等,凶悪犯,計,28.0,150546.8599808266,1.8598860184507358,0.5425650440461921,3.427950323855349
2024,外国人,来日外国人,日本人の配偶者等,知能犯,計,37.0,150546.8599808266,2.4577065243813294,1.0055266667873854,2.4441982550632857
2024,外国人,来日外国人,日本人の配偶者等,窃盗犯,計,197.0,150546.8599808266,13.085626629814108,7.7757141486852515,1.6828842186832031
2024,外国人,来日外国人,日本人の配偶者等,粗暴犯,計,234.0,150546.8599808266,15.543333154195436,4.34348924453942,3.5785361213306373
2024,外国人,来日外国人,日本人の配偶者等,風俗犯,計,19.0,150546.8599808266,1.262065512520142,0.9911460953395125,1.2733395394024405
2024,外国人,来日外国人,留学,その他の刑法犯,計,234.0,370736.2134247088,6.311765388074829,2.1679407291770465,2.9114104934366836
2024,外国人,来日外国人,留学,凶悪犯,計,29.0,370736.2134247088,0.7822273344195302,0.5425650440461921,1.4417208461976294
2024,外国人,来日外国人,留学,知能犯,計,65.0,370736.2134247088,1.7532681633541194,1.0055266667873854,1.7436316919925514
2024,外国人,来日外国人,留学,窃盗犯,計,336.0,370736.2134247088,9.063047736722831,7.7757141486852515,1.1655582449948019
2024,外国人,来日外国人,留学,粗暴犯,計,183.0,370736.2134247088,4.936124213750827,4.34348924453942,1.136442140372849
2024,外国人,来日外国人,留学,風俗犯,計,27.0,370736.2134247088,0.7282806217009419,0.9911460953395125,0.7347863499895773
2024,外国人,来日外国人,短期滞在,その他の刑法犯,計,123.0,582362.3884656249,2.1120869485420126,2.1679407291770465,0.9742364817066581
2024,外国人,来日外国人,短期滞在,凶悪犯,計,35.0,582362.3884656249,0.6010003512111419,0.5425650440461921,1.107701938792752
2024,外国人,来日外国人,短期滞在,知能犯,計,80.0,582362.3884656249,1.3737150884826101,1.0055266667873854,1.3661647511264627
2024,外国人,来日外国人,短期滞在,窃盗犯,計,308.0,582362.3884656249,5.288803090658049,7.7757141486852515,0.6801694338972454
2024,外国人,来日外国人,短期滞在,粗暴犯,計,105.0,582362.3884656249,1.8030010536334256,4.34348924453942,0.41510429797889703
2024,外国人,来日外国人,短期滞在,風俗犯,計,28.0,582362.3884656249,0.48080028096891353,0.9911460953395125,0.4850952682250316
2013,外国人,来日外国人,その他,凶悪犯,不同意性交等,1.0,316426.3694959809,0.03160292871902073,0.08180929992159772,0.38629995305310677
2013,外国人,来日外国人,その他,凶悪犯,強盗,27.0,316426.3694959809,0.8532790754135596,0.1892009555092862,4.509908912017518
2013,外国人,来日外国人,その他,凶悪犯,殺人,6.0,316426.3694959809,0.18961757231412438,0.07783183119612777,2.436247090683356
2013,外国人,来日外国人,定住者,凶悪犯,不同意性交等,4.0,128076.29431598606,0.31231384553735747,0.08180929992159772,3.817583646806228
2013,外国人,来日外国人,定住者,凶悪犯,強盗,23.0,128076.29431598606,1.7958046118398052,0.1892009555092862,9.491519781207792
2013,外国人,来日外国人,定住者,凶悪犯,放火,2.0,128076.29431598606,0.15615692276867874,0.04872399188700681,3.204928757290943
2013,外国人,来日外国人,定住者,凶悪犯,殺人,1.0,128076.29431598606,0.07807846138433937,0.07783183119612777,1.0031687573634251
2013,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,3.0,162066.45204609327,0.18510925377367862,0.08180929992159772,2.2626920649740168
2013,外国人,来日外国人,技能実習,凶悪犯,強盗,7.0,162066.45204609327,0.43192159213858355,0.1892009555092862,2.2828721502803635
2013,外国人,来日外国人,技能実習,凶悪犯,殺人,5.0,162066.45204609327,0.30851542295613105,0.07783183119612777,3.963872084400862
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,2.0,160736.83775652855,0.12442698437488499,0.08180929992159772,1.5209393613455942
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,160736.83775652855,0.5599214296869824,0.1892009555092862,2.959400644567574
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,160736.83775652855,0.12442698437488499,0.04872399188700681,2.553710801517185
2013,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,4.0,160736.83775652855,0.24885396874976998,0.07783183119612777,3.197328971005256
2013,外国人,来日外国人,留学,凶悪犯,不同意性交等,1.0,183208.6900499986,0.054582563727031436,0.08180929992159772,0.6671926514386611
2013,外国人,来日外国人,留学,凶悪犯,強盗,9.0,183208.6900499986,0.49124307354328295,0.1892009555092862,2.5964090520630174
2013,外国人,来日外国人,留学,凶悪犯,殺人,1.0,183208.6900499986,0.054582563727031436,0.07783183119612777,0.7012884431498123
2013,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,176756.5672508398,0.11314996840608182,0.08180929992159772,1.3830942021814092
2013,外国人,来日外国人,短期滞在,凶悪犯,強盗,11.0,176756.5672508398,0.62232482623345,0.1892009555092862,3.289226656167207
2014,外国人,来日外国人,その他,凶悪犯,不同意性交等,9.0,324081.49008686177,0.2777079307302549,0.07890545823078036,3.519502160649304
2014,外国人,来日外国人,その他,凶悪犯,強盗,12.0,324081.49008686177,0.3702772409736732,0.17699435355436513,2.0920285508426675
2014,外国人,来日外国人,その他,凶悪犯,殺人,6.0,324081.49008686177,0.1851386204868366,0.08324887794990589,2.2239173073088354
2014,外国人,来日外国人,定住者,凶悪犯,不同意性交等,4.0,124663.55957668621,0.32086361191535034,0.07890545823078036,4.066431133026284
2014,外国人,来日外国人,定住者,凶悪犯,強盗,15.0,124663.55957668621,1.2032385446825637,0.17699435355436513,6.798174746930444
2014,外国人,来日外国人,定住者,凶悪犯,放火,1.0,124663.55957668621,0.08021590297883759,0.05293542782684233,1.5153538239311624
2014,外国人,来日外国人,定住者,凶悪犯,殺人,8.0,124663.55957668621,0.6417272238307007,0.08324887794990589,7.708539017388956
2014,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,2.0,168718.91462867628,0.11854035479078824,0.07890545823078036,1.5023086798898613
2014,外国人,来日外国人,技能実習,凶悪犯,強盗,5.0,168718.91462867628,0.2963508869769706,0.17699435355436513,1.674352209693199
2014,外国人,来日外国人,技能実習,凶悪犯,殺人,3.0,168718.91462867628,0.17781053218618237,0.08324887794990589,2.1358910361912375
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,6.0,150987.7644972573,0.3973831932659014,0.07890545823078036,5.036193974105653
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,8.0,150987.7644972573,0.5298442576878685,0.17699435355436513,2.9935658796319897
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,150987.7644972573,0.13246106442196712,0.05293542782684233,2.5023140429744326
2014,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,6.0,150987.7644972573,0.3973831932659014,0.08324887794990589,4.773436027630575
2014,外国人,来日外国人,留学,凶悪犯,不同意性交等,5.0,201149.45342117772,0.2485713938049201,0.07890545823078036,3.1502433339643727
2014,外国人,来日外国人,留学,凶悪犯,強盗,19.0,201149.45342117772,0.9445712964586963,0.17699435355436513,5.336731243059481
2014,外国人,来日外国人,留学,凶悪犯,放火,1.0,201149.45342117772,0.04971427876098402,0.05293542782684233,0.9391494657151909
2014,外国人,来日外国人,留学,凶悪犯,殺人,5.0,201149.45342117772,0.2485713938049201,0.08324887794990589,2.985882812192319
2014,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,1.0,215527.85797172054,0.04639771440271124,0.07890545823078036,0.5880165383110578
2014,外国人,来日外国人,短期滞在,凶悪犯,強盗,12.0,215527.85797172054,0.5567725728325348,0.17699435355436513,3.145708106792898
2014,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,215527.85797172054,0.04639771440271124,0.05293542782684233,0.8764964468499872
2015,外国人,来日外国人,その他,凶悪犯,不同意性交等,14.0,347173.63113168126,0.4032564326491106,0.07931544207632965,5.084210868559928
2015,外国人,来日外国人,その他,凶悪犯,強盗,18.0,347173.63113168126,0.5184725562631423,0.16558679422085676,3.131122615802397
2015,外国人,来日外国人,その他,凶悪犯,放火,1.0,347173.63113168126,0.028804030903507902,0.0527565127250302,0.5459805702783288
2015,外国人,来日外国人,その他,凶悪犯,殺人,4.0,347173.63113168126,0.11521612361403161,0.0769666932221331,1.49696081240631
2015,外国人,来日外国人,定住者,凶悪犯,不同意性交等,7.0,123999.85459804816,0.5645167909826069,0.07931544207632965,7.117362977556641
2015,外国人,来日外国人,定住者,凶悪犯,強盗,20.0,123999.85459804816,1.6129051170931628,0.16558679422085676,9.740541959776685
2015,外国人,来日外国人,定住者,凶悪犯,放火,3.0,123999.85459804816,0.2419357675639744,0.0527565127250302,4.585893855891436
2015,外国人,来日外国人,定住者,凶悪犯,殺人,8.0,123999.85459804816,0.645162046837265,0.0769666932221331,8.38235371468106
2015,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,3.0,187426.25276494006,0.16006295573557877,0.07931544207632965,2.018055394327139
2015,外国人,来日外国人,技能実習,凶悪犯,強盗,4.0,187426.25276494006,0.213417274314105,0.16558679422085676,1.2888544362387546
2015,外国人,来日外国人,技能実習,凶悪犯,殺人,8.0,187426.25276494006,0.42683454862821,0.0769666932221331,5.545704651703373
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,143728.68433623627,0.2783021370071455,0.07931544207632965,3.508801435404217
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,10.0,143728.68433623627,0.6957553425178639,0.16558679422085676,4.201756219701178
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,1.0,143728.68433623627,0.06957553425178638,0.0527565127250302,1.3188046490945644
2015,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,7.0,143728.68433623627,0.4870287397625047,0.0769666932221331,6.327785687204906
2015,外国人,来日外国人,留学,凶悪犯,不同意性交等,4.0,230110.47835461277,0.1738295460772448,0.07931544207632965,2.1916229869835306
2015,外国人,来日外国人,留学,凶悪犯,強盗,23.0,230110.47835461277,0.9995198899441574,0.16558679422085676,6.036229487062932
2015,外国人,来日外国人,留学,凶悪犯,殺人,11.0,230110.47835461277,0.47803125171242317,0.0769666932221331,6.210884626844758
2015,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,287578.13470242533,0.06954631658869066,0.07931544207632965,0.876831985904616
2015,外国人,来日外国人,短期滞在,凶悪犯,強盗,11.0,287578.13470242533,0.38250474123779865,0.16558679422085676,2.309995450045494
2015,外国人,来日外国人,短期滞在,凶悪犯,殺人,4.0,287578.13470242533,0.13909263317738133,0.0769666932221331,1.8071795390240675
2016,外国人,来日外国人,その他,凶悪犯,不同意性交等,12.0,395446.12350258953,0.3034547385042559,0.0747116814092372,4.061677274294852
2016,外国人,来日外国人,その他,凶悪犯,強盗,16.0,395446.12350258953,0.4046063180056746,0.16561390878972557,2.4430696730876007
2016,外国人,来日外国人,その他,凶悪犯,放火,1.0,395446.12350258953,0.025287894875354662,0.051466037193530226,0.491351117247737
2016,外国人,来日外国人,その他,凶悪犯,殺人,13.0,395446.12350258953,0.3287426333796106,0.06738523323230232,4.878555992324175
2016,外国人,来日外国人,定住者,凶悪犯,不同意性交等,9.0,127513.064976363,0.7058100283032427,0.0747116814092372,9.447117438531878
2016,外国人,来日外国人,定住者,凶悪犯,強盗,21.0,127513.064976363,1.6468900660408998,0.16561390878972557,9.944153109337579
2016,外国人,来日外国人,定住者,凶悪犯,放火,1.0,127513.064976363,0.07842333647813808,0.051466037193530226,1.5237881281443726
2016,外国人,来日外国人,定住者,凶悪犯,殺人,3.0,127513.064976363,0.23527000943441426,0.06738523323230232,3.4914178989831464
2016,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,1.0,217182.47075022984,0.046044231679731075,0.0747116814092372,0.6162922693108907
2016,外国人,来日外国人,技能実習,凶悪犯,強盗,12.0,217182.47075022984,0.5525307801567728,0.16561390878972557,3.33625831425972
2016,外国人,来日外国人,技能実習,凶悪犯,殺人,8.0,217182.47075022984,0.3683538534378486,0.06738523323230232,5.466388343095792
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,140909.37666140264,0.28387039207559456,0.0747116814092372,3.799544953628863
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,15.0,140909.37666140264,1.0645139702834796,0.16561390878972557,6.427684595229604
2016,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,4.0,140909.37666140264,0.28387039207559456,0.06738523323230232,4.212649841204619
2016,外国人,来日外国人,留学,凶悪犯,不同意性交等,6.0,261812.4145212727,0.22917171483144053,0.0747116814092372,3.0674147671251073
2016,外国人,来日外国人,留学,凶悪犯,強盗,16.0,261812.4145212727,0.6111245728838413,0.16561390878972557,3.690055849474368
2016,外国人,来日外国人,留学,凶悪犯,殺人,6.0,261812.4145212727,0.22917171483144053,0.06738523323230232,3.400918923013877
2016,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,4.0,336615.56163733994,0.11882991922724852,0.0747116814092372,1.5905132502152017
2016,外国人,来日外国人,短期滞在,凶悪犯,強盗,7.0,336615.56163733994,0.2079523586476849,0.16561390878972557,1.255645496005502
2016,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,336615.56163733994,0.02970747980681213,0.051466037193530226,0.5772249317564836
2016,外国人,来日外国人,短期滞在,凶悪犯,殺人,1.0,336615.56163733994,0.02970747980681213,0.06738523323230232,0.4408603841200525
2017,外国人,来日外国人,その他,凶悪犯,不同意性交等,14.0,450554.5248638889,0.31072820773977033,0.07720616247423645,4.024655516889079
2017,外国人,来日外国人,その他,凶悪犯,強盗,25.0,450554.5248638889,0.5548717995353042,0.14272265950343005,3.887762472096934
2017,外国人,来日外国人,その他,凶悪犯,殺人,9.0,450554.5248638889,0.19975384783270952,0.07385331269542571,2.704737818010996
2017,外国人,来日外国人,定住者,凶悪犯,不同意性交等,8.0,133886.45127148172,0.5975212520778813,0.07720616247423645,7.739294804054961
2017,外国人,来日外国人,定住者,凶悪犯,強盗,13.0,133886.45127148172,0.9709720346265571,0.14272265950343005,6.803208670612124
2017,外国人,来日外国人,定住者,凶悪犯,放火,2.0,133886.45127148172,0.14938031301947033,0.0514707749828243,2.9022355515206106
2017,外国人,来日外国人,定住者,凶悪犯,殺人,2.0,133886.45127148172,0.14938031301947033,0.07385331269542571,2.0226623230229532
2017,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,1.0,258517.21794259606,0.038682143029330096,0.07720616247423645,0.5010240347360647
2017,外国人,来日外国人,技能実習,凶悪犯,強盗,4.0,258517.21794259606,0.15472857211732038,0.14272265950343005,1.0841205780193706
2017,外国人,来日外国人,技能実習,凶悪犯,殺人,16.0,258517.21794259606,0.6189142884692815,0.07385331269542571,8.380318578554643
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,140881.85438844457,0.28392584817708705,0.07720616247423645,3.677502404964533
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,5.0,140881.85438844457,0.35490731022135885,0.14272265950343005,2.48669210240459
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,140881.85438844457,0.14196292408854352,0.0514707749828243,2.7581268037234
2017,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,1.0,140881.85438844457,0.07098146204427176,0.07385331269542571,0.9611141254692585
2017,外国人,来日外国人,留学,凶悪犯,不同意性交等,5.0,295307.7290942328,0.16931490467032437,0.07720616247423645,2.193023189396629
2017,外国人,来日外国人,留学,凶悪犯,強盗,14.0,295307.7290942328,0.47408173307690826,0.14272265950343005,3.321699124206095
2017,外国人,来日外国人,留学,凶悪犯,殺人,4.0,295307.7290942328,0.1354519237362595,0.07385331269542571,1.8340670010953897
2017,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,4.0,385075.9074642497,0.10387562354498531,0.07720616247423645,1.3454317662744655
2017,外国人,来日外国人,短期滞在,凶悪犯,強盗,10.0,385075.9074642497,0.25968905886246324,0.14272265950343005,1.8195362934378485
2017,外国人,来日外国人,短期滞在,凶悪犯,放火,1.0,385075.9074642497,0.025968905886246327,0.0514707749828243,0.5045369123529246
2017,外国人,来日外国人,短期滞在,凶悪犯,殺人,3.0,385075.9074642497,0.07790671765873898,0.07385331269542571,1.0548845382201024
2018,外国人,来日外国人,その他,凶悪犯,不同意性交等,11.0,510035.90483680693,0.21567109091113112,0.09346652946412087,2.3074686965232947
2018,外国人,来日外国人,その他,凶悪犯,強盗,30.0,510035.90483680693,0.5881938843030848,0.14451433272829572,4.070142201112743
2018,外国人,来日外国人,その他,凶悪犯,殺人,12.0,510035.90483680693,0.23527755372123393,0.07075843192667654,3.325081510639473
2018,外国人,来日外国人,定住者,凶悪犯,不同意性交等,6.0,143087.13763271726,0.41932490224251184,0.09346652946412087,4.4863643129434765
2018,外国人,来日外国人,定住者,凶悪犯,強盗,24.0,143087.13763271726,1.6772996089700474,0.14451433272829572,11.606458524245978
2018,外国人,来日外国人,定住者,凶悪犯,放火,1.0,143087.13763271726,0.0698874837070853,0.04795950199908243,1.4572187114958448
2018,外国人,来日外国人,定住者,凶悪犯,殺人,5.0,143087.13763271726,0.34943741853542654,0.07075843192667654,4.938456223811337
2018,外国人,来日外国人,技能実習,凶悪犯,強盗,5.0,292690.0,0.1708292049608801,0.14451433272829572,1.1820917810419505
2018,外国人,来日外国人,技能実習,凶悪犯,殺人,7.0,292690.0,0.23916088694523216,0.07075843192667654,3.3799630720062135
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,5.0,143331.2636707643,0.3488422464121388,0.09346652946412087,3.732269170709386
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,143331.2636707643,0.6279160435418498,0.14451433272829572,4.345008773091091
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,3.0,143331.2636707643,0.20930534784728327,0.04795950199908243,4.364210200749953
2018,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,4.0,143331.2636707643,0.27907379712971103,0.07075843192667654,3.944035919548096
2018,外国人,来日外国人,留学,凶悪犯,不同意性交等,9.0,328276.14015636325,0.27415943162098694,0.09346652946412087,2.933236455797034
2018,外国人,来日外国人,留学,凶悪犯,強盗,19.0,328276.14015636325,0.5787810223109724,0.14451433272829572,4.005007748256708
2018,外国人,来日外国人,留学,凶悪犯,殺人,7.0,328276.14015636325,0.21323511348298985,0.07075843192667654,3.0135647113259214
2018,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,3.0,425964.33917846833,0.07042843083498301,0.09346652946412087,0.753514988079433
2018,外国人,来日外国人,短期滞在,凶悪犯,強盗,8.0,425964.33917846833,0.18780914889328804,0.14451433272829572,1.299588389245735
2018,外国人,来日外国人,短期滞在,凶悪犯,殺人,3.0,425964.33917846833,0.07042843083498301,0.07075843192667654,0.9953362294399699
2019,外国人,来日外国人,その他,凶悪犯,不同意性交等,12.0,570734.757151948,0.21025528670939542,0.10192566891535387,2.0628295987344067
2019,外国人,来日外国人,その他,凶悪犯,強盗,18.0,570734.757151948,0.3153829300640931,0.13489894161183116,2.3379199739876446
2019,外国人,来日外国人,その他,凶悪犯,殺人,11.0,570734.757151948,0.1927340128169458,0.07724125758732804,2.495221062384219
2019,外国人,来日外国人,定住者,凶悪犯,不同意性交等,5.0,152552.55615993528,0.32775589776142633,0.10192566891535387,3.215636465762295
2019,外国人,来日外国人,定住者,凶悪犯,強盗,18.0,152552.55615993528,1.1799212319411347,0.13489894161183116,8.74670488769536
2019,外国人,来日外国人,定住者,凶悪犯,殺人,5.0,152552.55615993528,0.32775589776142633,0.07724125758732804,4.243275006117934
2019,外国人,来日外国人,技能実習,凶悪犯,不同意性交等,4.0,377075.0,0.10607969236889213,0.10192566891535387,1.040755420079588
2019,外国人,来日外国人,技能実習,凶悪犯,強盗,8.0,377075.0,0.21215938473778426,0.13489894161183116,1.5727283120446442
2019,外国人,来日外国人,技能実習,凶悪犯,殺人,14.0,377075.0,0.37127892329112244,0.07724125758732804,4.806743635308616
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,不同意性交等,4.0,144142.70343325468,0.27750277362129544,0.10192566891535387,2.7225994842550696
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,強盗,9.0,144142.70343325468,0.6243812406479148,0.13489894161183116,4.6285110408394345
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,放火,2.0,144142.70343325468,0.13875138681064772,0.04554319433215097,3.0465888228814233
2019,外国人,来日外国人,日本人の配偶者等,凶悪犯,殺人,1.0,144142.70343325468,0.06937569340532386,0.07724125758732804,0.8981688746702309
2019,外国人,来日外国人,留学,凶悪犯,不同意性交等,7.0,341458.67221616936,0.20500284718405004,0.10192566891535387,2.0112975403114457
2019,外国人,来日外国人,留学,凶悪犯,強盗,10.0,341458.67221616936,0.2928612102629286,0.13489894161183116,2.170967442469864
2019,外国人,来日外国人,留学,凶悪犯,放火,1.0,341458.67221616936,0.029286121026292862,0.04554319433215097,0.6430405564595737
2019,外国人,来日外国人,留学,凶悪犯,殺人,10.0,341458.67221616936,0.2928612102629286,0.07724125758732804,3.7915127149739014
2019,外国人,来日外国人,短期滞在,凶悪犯,不同意性交等,2.0,461721.58907295094,0.04331614651191899,0.10192566891535387,0.4249777997325847
2019,外国人,来日外国人,短期滞在,凶悪犯,強盗,7.0,461721.58907295094,0.1516065127917165,0.13489894161183116,1.1238525001030846
2019,外国人,来日外国人,短期滞在,凶悪犯,放火,2.0,461721.58907295094,0.04331614651191899,0.04554319433215097,0.9511003158015247
2019,外国人,来日外国人,短期滞在,凶悪犯,殺人,7.0,461721.58907295094,0.1516065127917165,0.07724125758732804,1.9627659819017316
2020,外国人,来日外国人,その他,凶悪犯,不同意性交等,18.0,627711.1621957714,0.2867560923567922,0.1009565690456424,2.8403906260636687
2020,外国人,来日外国人,その他,凶悪犯,強盗,26.0,627711.1621957714,0.41420324451536655,0.1386214859524629,2.9880161914972416
2020,外国人,来日外国人,その他,凶悪犯,殺人,10.0,627711.1621957714,0.15930894019821792,0.07259388343300031,2.194522908328086
2020,外国人,来日外国人,定住者,凶悪犯,不同意性交等,12.0,158212.93283239022,0.7584714969358873,0.1009565690456424,7.5128493777654315
2020,外国人,来日外国人,定住者,凶悪犯,強盗,19.0,158212.93283239022,1.2009132034818215,0.1386214859524629,8.663254438735763
